ts,consumer1,consumer2
2019-02-01 01:05:20,145.1376888,154.37864
2019-02-01 01:05:30,145.1526618,160.7403807
2019-02-01 01:05:40,161.566292,161.0320309
2019-02-01 01:05:50,153.5312208,147.1784223
2019-02-01 01:06:00,155.2254167,150.8885902
2019-02-01 01:06:10,169.1868525,153.3745927
2019-02-01 01:06:20,151.985483,154.0128548
2019-02-01 01:06:30,144.5785281,148.2196083
2019-02-01 01:06:40,144.7821364,153.9243522
2019-02-01 01:06:50,143.414342,143.7714182
2019-02-01 01:07:00,141.8864369,142.3555277
2019-02-01 01:07:10,136.2522204,144.3697603
2019-02-01 01:07:20,141.9737482,147.7414957
2019-02-01 01:07:30,140.575557,139.6054986
2019-02-01 01:07:40,163.9439893,171.1254143
2019-02-01 01:07:50,155.9472999,164.5921129
2019-02-01 01:08:00,162.49586,158.3082411
2019-02-01 01:08:10,160.8955554,156.7491773
2019-02-01 01:08:20,155.7915012,152.5498638
2019-02-01 01:08:30,161.6112437,180.8769512
2019-02-01 01:08:40,160.0196458,165.3160515
2019-02-01 01:08:50,147.575435,159.1546716
2019-02-01 01:09:00,157.6970762,163.0718757
2019-02-01 01:09:10,156.1440213,155.2853756
2019-02-01 01:09:20,154.6062599,153.7560703
2019-02-01 01:09:30,167.6849518,169.9545756
2019-02-01 01:09:40,166.3665818,163.1390159
2019-02-01 01:09:50,164.7281397,149.1041051
2019-02-01 01:10:00,156.964002,160.993165
2019-02-01 01:10:10,152.3934211,155.9662406
2019-02-01 01:10:20,164.5296473,163.5332307
2019-02-01 01:10:30,150.3750937,161.9226857
2019-02-01 01:10:40,155.1305376,153.8826536
2019-02-01 01:10:50,169.4280801,161.9559883
2019-02-01 01:11:00,154.8521074,160.3609716
2019-02-01 01:11:10,147.4580733,158.7816616
2019-02-01 01:11:20,160.420097,167.8032083
2019-02-01 01:11:30,161.4594116,161.7481628
2019-02-01 01:11:40,154.6563844,160.155186
2019-02-01 01:11:50,151.4729169,176.5739846
2019-02-01 01:12:00,149.9811328,162.1389004
2019-02-01 01:12:10,148.5040389,148.1900081
2019-02-01 01:12:20,158.281539,165.9310509
2019-02-01 01:12:30,159.370245,167.5943894
2019-02-01 01:12:40,149.9121491,155.9892941
2019-02-01 01:12:50,143.726853,154.4530221
2019-02-01 01:13:00,146.1080648,154.4688825
2019-02-01 01:13:10,158.0941356,167.0324653
